project_id,field_name,field_value,source_url,evidence_type,evidence_snippet,asset_path_or_pdf_page,captured_date,parser_confidence,overwrite_flag,notes
blumar_sidi_abd_el_rahman,current_sales_status,not_selling,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,Sales status: not_selling; index card checked,,2026-02-22,,,
blumar_sidi_abd_el_rahman,developer_inventory_status,sold_out,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,Sold-out label on /projects/ index card,,2026-02-22,,,
blumar_sidi_abd_el_rahman,unit_types_offered_json,"[""Chalets"", ""Villas""]",https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,"Unit types from DOM: Chalets, Villas",,2026-02-22,,,
blumar_sidi_abd_el_rahman,key_amenities_json,"[""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Hotel""]",https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,"Amenities from DOM: Green Areas, Swimming Pools, Restaurants, Hotel",,2026-02-22,,,
blumar_sidi_abd_el_rahman,beach_access_flag,true,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,lagoons_flag,false,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,clubhouse_flag,false,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,pools_flag,true,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,gym_flag,false,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,golf_flag,false,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
blumar_sidi_abd_el_rahman,confidence_score,0.50,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
tijan_zahraa_el_maadi,official_project_url,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Crawled https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/; card or page URL captured,,2026-02-22,,,
tijan_zahraa_el_maadi,region,Cairo,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Location text extracted from page: Cairo | Zahraa El Maadi,,2026-02-22,,,
tijan_zahraa_el_maadi,city_area,Zahraa El Maadi,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Location text: Zahraa El Maadi,,2026-02-22,,,
tijan_zahraa_el_maadi,project_type,residential,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Project type determined from page content: residential,,2026-02-22,,,
tijan_zahraa_el_maadi,project_status,delivered,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Status from page/index: delivered,,2026-02-22,,,
tijan_zahraa_el_maadi,current_sales_status,not_selling,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Sales status: not_selling; index card checked,,2026-02-22,,,
tijan_zahraa_el_maadi,developer_inventory_status,sold_out,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Sold-out label on /projects/ index card,,2026-02-22,,,
tijan_zahraa_el_maadi,unit_types_offered_json,"[""Apartments""]",https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Unit types from DOM: Apartments,,2026-02-22,,,
tijan_zahraa_el_maadi,key_amenities_json,"[""Green Areas"", ""Secured Parking"", ""Water Feature""]",https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,"Amenities from DOM: Green Areas, Secured Parking, Water Feature",,2026-02-22,,,
tijan_zahraa_el_maadi,beach_access_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,beach_access_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,lagoons_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,clubhouse_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,pools_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,pools_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,gym_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,golf_flag,false,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
tijan_zahraa_el_maadi,confidence_score,0.50,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
canal_residence,official_project_url,https://wadidegladevelopments.com/projects/canal_residence/,https://wadidegladevelopments.com/projects/canal_residence/,dom,Crawled https://wadidegladevelopments.com/projects/canal_residence/; card or page URL captured,,2026-02-22,,,
canal_residence,region,Cairo,https://wadidegladevelopments.com/projects/canal_residence/,dom,Location text extracted from page: Cairo | Maadi,,2026-02-22,,,
canal_residence,city_area,Maadi,https://wadidegladevelopments.com/projects/canal_residence/,dom,Location text: Maadi,,2026-02-22,,,
canal_residence,micro_location,Sarayat el Maadi,https://wadidegladevelopments.com/projects/canal_residence/,dom,Micro-location from page: Sarayat el Maadi,,2026-02-22,,,
canal_residence,project_type,residential,https://wadidegladevelopments.com/projects/canal_residence/,dom,Project type determined from page content: residential,,2026-02-22,,,
canal_residence,project_status,delivered,https://wadidegladevelopments.com/projects/canal_residence/,dom,Status from page/index: delivered,,2026-02-22,,,
canal_residence,current_sales_status,not_selling,https://wadidegladevelopments.com/projects/canal_residence/,dom,Sales status: not_selling; index card checked,,2026-02-22,,,
canal_residence,developer_inventory_status,sold_out,https://wadidegladevelopments.com/projects/canal_residence/,dom,Sold-out label on /projects/ index card,,2026-02-22,,,
canal_residence,unit_types_offered_json,"[""Apartments"", ""Duplexes""]",https://wadidegladevelopments.com/projects/canal_residence/,dom,"Unit types from DOM: Apartments, Duplexes",,2026-02-22,,,
canal_residence,key_amenities_json,"[""Secured Parking"", ""Swimming Pool""]",https://wadidegladevelopments.com/projects/canal_residence/,dom,"Amenities from DOM: Secured Parking, Swimming Pool",,2026-02-22,,,
canal_residence,beach_access_flag,false,https://wadidegladevelopments.com/projects/canal_residence/,dom,beach_access_flag=false from amenities/DOM,,2026-02-22,,,
canal_residence,lagoons_flag,false,https://wadidegladevelopments.com/projects/canal_residence/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
canal_residence,clubhouse_flag,false,https://wadidegladevelopments.com/projects/canal_residence/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
canal_residence,pools_flag,true,https://wadidegladevelopments.com/projects/canal_residence/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
canal_residence,gym_flag,false,https://wadidegladevelopments.com/projects/canal_residence/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
canal_residence,golf_flag,false,https://wadidegladevelopments.com/projects/canal_residence/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
canal_residence,confidence_score,0.50,https://wadidegladevelopments.com/projects/canal_residence/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
river_walk,official_project_url,https://wadidegladevelopments.com/projects/river-walk/,https://wadidegladevelopments.com/projects/river-walk/,dom,Crawled https://wadidegladevelopments.com/projects/river-walk/; card or page URL captured,,2026-02-22,,,
river_walk,region,East Cairo,https://wadidegladevelopments.com/projects/river-walk/,dom,Location text extracted from page: East Cairo | New Cairo,,2026-02-22,,,
river_walk,city_area,New Cairo,https://wadidegladevelopments.com/projects/river-walk/,dom,Location text: New Cairo,,2026-02-22,,,
river_walk,project_type,residential,https://wadidegladevelopments.com/projects/river-walk/,dom,Project type determined from page content: residential,,2026-02-22,,,
river_walk,project_status,delivered,https://wadidegladevelopments.com/projects/river-walk/,dom,Status from page/index: delivered,,2026-02-22,,,
river_walk,current_sales_status,not_selling,https://wadidegladevelopments.com/projects/river-walk/,dom,Sales status: not_selling; index card checked,,2026-02-22,,,
river_walk,developer_inventory_status,sold_out,https://wadidegladevelopments.com/projects/river-walk/,dom,Sold-out label on /projects/ index card,,2026-02-22,,,
river_walk,unit_types_offered_json,"[""Villas"", ""Attached Villas""]",https://wadidegladevelopments.com/projects/river-walk/,dom,"Unit types from DOM: Villas, Attached Villas",,2026-02-22,,,
river_walk,key_amenities_json,"[""Swimming Pools"", ""Green Areas"", ""Secured Parking"", ""Commercial Area""]",https://wadidegladevelopments.com/projects/river-walk/,dom,"Amenities from DOM: Swimming Pools, Green Areas, Secured Parking, Commercial Area",,2026-02-22,,,
river_walk,beach_access_flag,false,https://wadidegladevelopments.com/projects/river-walk/,dom,beach_access_flag=false from amenities/DOM,,2026-02-22,,,
river_walk,lagoons_flag,false,https://wadidegladevelopments.com/projects/river-walk/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
river_walk,clubhouse_flag,false,https://wadidegladevelopments.com/projects/river-walk/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
river_walk,pools_flag,true,https://wadidegladevelopments.com/projects/river-walk/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
river_walk,gym_flag,false,https://wadidegladevelopments.com/projects/river-walk/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
river_walk,golf_flag,false,https://wadidegladevelopments.com/projects/river-walk/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
river_walk,confidence_score,0.50,https://wadidegladevelopments.com/projects/river-walk/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
marina_wadi_degla,official_project_url,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Crawled https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/; card or page URL captured,,2026-02-22,,,
marina_wadi_degla,region,Ain Sokhna,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Location text extracted from page: Ain Sokhna | Suez Road,,2026-02-22,,,
marina_wadi_degla,city_area,Suez Road,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Location text: Suez Road,,2026-02-22,,,
marina_wadi_degla,project_type,resort,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Project type determined from page content: resort,,2026-02-22,,,
marina_wadi_degla,project_status,delivered,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Status from page/index: delivered,,2026-02-22,,,
marina_wadi_degla,current_sales_status,not_selling,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Sales status: not_selling; index card checked,,2026-02-22,,,
marina_wadi_degla,developer_inventory_status,sold_out,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Sold-out label on /projects/ index card,,2026-02-22,,,
marina_wadi_degla,unit_types_offered_json,"[""Villas"", ""Attached Villas"", ""Chalets""]",https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,"Unit types from DOM: Villas, Attached Villas, Chalets",,2026-02-22,,,
marina_wadi_degla,key_amenities_json,"[""Swimming Pools"", ""Green Areas"", ""Restaurants"", ""Entertainment Area""]",https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,"Amenities from DOM: Swimming Pools, Green Areas, Restaurants, Entertainment Area",,2026-02-22,,,
marina_wadi_degla,beach_access_flag,true,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,lagoons_flag,false,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,clubhouse_flag,false,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,pools_flag,true,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,gym_flag,true,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,gym_flag=true from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,golf_flag,false,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
marina_wadi_degla,confidence_score,0.50,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
living_community,official_project_url,https://wadidegladevelopments.com/projects/murano/,https://wadidegladevelopments.com/projects/murano/,dom,Crawled https://wadidegladevelopments.com/projects/murano/; card or page URL captured,,2026-02-22,,,
living_community,region,Ain Sokhna,https://wadidegladevelopments.com/projects/murano/,dom,Location text extracted from page: Ain Sokhna | El Sokhna,,2026-02-22,,,
living_community,city_area,El Sokhna,https://wadidegladevelopments.com/projects/murano/,dom,Location text: El Sokhna,,2026-02-22,,,
living_community,micro_location,Zaafarana Road,https://wadidegladevelopments.com/projects/murano/,dom,Micro-location from page: Zaafarana Road,,2026-02-22,,,
living_community,project_type,resort,https://wadidegladevelopments.com/projects/murano/,dom,Project type determined from page content: resort,,2026-02-22,,,
living_community,current_sales_status,selling,https://wadidegladevelopments.com/projects/murano/,dom,Sales status: selling; index card checked,,2026-02-22,,,
living_community,unit_types_offered_json,"[""Villas"", ""Attached Villas"", ""Duplexes"", ""Chalets""]",https://wadidegladevelopments.com/projects/murano/,dom,"Unit types from DOM: Villas, Attached Villas, Duplexes, Chalets",,2026-02-22,,,
living_community,key_amenities_json,"[""750-metre beachfront"", ""Private beaches"", ""Six pools"", ""Green Areas""]",https://wadidegladevelopments.com/projects/murano/,dom,"Amenities from DOM: 750-metre beachfront, Private beaches, Six pools, Green Areas",,2026-02-22,,,
living_community,beach_access_flag,true,https://wadidegladevelopments.com/projects/murano/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
living_community,lagoons_flag,false,https://wadidegladevelopments.com/projects/murano/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
living_community,clubhouse_flag,false,https://wadidegladevelopments.com/projects/murano/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
living_community,pools_flag,true,https://wadidegladevelopments.com/projects/murano/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
living_community,gym_flag,false,https://wadidegladevelopments.com/projects/murano/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
living_community,golf_flag,false,https://wadidegladevelopments.com/projects/murano/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
living_community,brochure_urls_json,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",https://wadidegladevelopments.com/projects/murano/,dom,PDF links found on page: https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf,,2026-02-22,,,
living_community,confidence_score,0.65,https://wadidegladevelopments.com/projects/murano/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
living_community,price_status,on_request,https://wadidegladevelopments.com/projects/murano/,dom,No numeric pricing found on page; on_request or null applied,,2026-02-22,,,
waterside,official_project_url,https://wadidegladevelopments.com/projects/water-side/,https://wadidegladevelopments.com/projects/water-side/,dom,Crawled https://wadidegladevelopments.com/projects/water-side/; card or page URL captured,,2026-02-22,,,
waterside,region,Ain Sokhna,https://wadidegladevelopments.com/projects/water-side/,dom,Location text extracted from page: Ain Sokhna | Ain Sokhna,,2026-02-22,,,
waterside,city_area,Ain Sokhna,https://wadidegladevelopments.com/projects/water-side/,dom,Location text: Ain Sokhna,,2026-02-22,,,
waterside,micro_location,Murano,https://wadidegladevelopments.com/projects/water-side/,dom,Micro-location from page: Murano,,2026-02-22,,,
waterside,project_type,resort,https://wadidegladevelopments.com/projects/water-side/,dom,Project type determined from page content: resort,,2026-02-22,,,
waterside,current_sales_status,selling,https://wadidegladevelopments.com/projects/water-side/,dom,Sales status: selling; index card checked,,2026-02-22,,,
waterside,unit_types_offered_json,"[""Villas"", ""Duplexes"", ""Chalets""]",https://wadidegladevelopments.com/projects/water-side/,dom,"Unit types from DOM: Villas, Duplexes, Chalets",,2026-02-22,,,
waterside,key_amenities_json,"[""Swimming Pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants""]",https://wadidegladevelopments.com/projects/water-side/,dom,"Amenities from DOM: Swimming Pools, Green Areas, Entertainment Area, Restaurants",,2026-02-22,,,
waterside,beach_access_flag,true,https://wadidegladevelopments.com/projects/water-side/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
waterside,lagoons_flag,false,https://wadidegladevelopments.com/projects/water-side/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
waterside,clubhouse_flag,false,https://wadidegladevelopments.com/projects/water-side/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
waterside,pools_flag,true,https://wadidegladevelopments.com/projects/water-side/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
waterside,gym_flag,false,https://wadidegladevelopments.com/projects/water-side/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
waterside,golf_flag,false,https://wadidegladevelopments.com/projects/water-side/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
waterside,brochure_urls_json,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",https://wadidegladevelopments.com/projects/water-side/,dom,PDF links found on page: https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf,,2026-02-22,,,
waterside,confidence_score,0.65,https://wadidegladevelopments.com/projects/water-side/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
waterside,price_status,on_request,https://wadidegladevelopments.com/projects/water-side/,dom,No numeric pricing found on page; on_request or null applied,,2026-02-22,,,
floating_islands,official_project_url,https://wadidegladevelopments.com/projects/floating-islands/,https://wadidegladevelopments.com/projects/floating-islands/,dom,Crawled https://wadidegladevelopments.com/projects/floating-islands/; card or page URL captured,,2026-02-22,,,
floating_islands,region,Ain Sokhna,https://wadidegladevelopments.com/projects/floating-islands/,dom,Location text extracted from page: Ain Sokhna | Ain Sokhna,,2026-02-22,,,
floating_islands,city_area,Ain Sokhna,https://wadidegladevelopments.com/projects/floating-islands/,dom,Location text: Ain Sokhna,,2026-02-22,,,
floating_islands,micro_location,Murano,https://wadidegladevelopments.com/projects/floating-islands/,dom,Micro-location from page: Murano,,2026-02-22,,,
floating_islands,project_type,resort,https://wadidegladevelopments.com/projects/floating-islands/,dom,Project type determined from page content: resort,,2026-02-22,,,
floating_islands,current_sales_status,selling,https://wadidegladevelopments.com/projects/floating-islands/,dom,Sales status: selling; index card checked,,2026-02-22,,,
floating_islands,unit_types_offered_json,"[""Duplexes"", ""Chalets"", ""Villas""]",https://wadidegladevelopments.com/projects/floating-islands/,dom,"Unit types from DOM: Duplexes, Chalets, Villas",,2026-02-22,,,
floating_islands,key_amenities_json,"[""Entertainment Area"", ""Green Areas"", ""Swimming Pools"", ""Restaurants""]",https://wadidegladevelopments.com/projects/floating-islands/,dom,"Amenities from DOM: Entertainment Area, Green Areas, Swimming Pools, Restaurants",,2026-02-22,,,
floating_islands,beach_access_flag,true,https://wadidegladevelopments.com/projects/floating-islands/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
floating_islands,lagoons_flag,false,https://wadidegladevelopments.com/projects/floating-islands/,dom,lagoons_flag=false from amenities/DOM,,2026-02-22,,,
floating_islands,clubhouse_flag,false,https://wadidegladevelopments.com/projects/floating-islands/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
floating_islands,pools_flag,true,https://wadidegladevelopments.com/projects/floating-islands/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
floating_islands,gym_flag,false,https://wadidegladevelopments.com/projects/floating-islands/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
floating_islands,golf_flag,false,https://wadidegladevelopments.com/projects/floating-islands/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
floating_islands,brochure_urls_json,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf""]",https://wadidegladevelopments.com/projects/floating-islands/,dom,PDF links found on page: https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf,,2026-02-22,,,
floating_islands,confidence_score,0.65,https://wadidegladevelopments.com/projects/floating-islands/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
floating_islands,price_status,on_request,https://wadidegladevelopments.com/projects/floating-islands/,dom,No numeric pricing found on page; on_request or null applied,,2026-02-22,,,
ojo,official_project_url,https://wadidegladevelopments.com/projects/ojo-2/,https://wadidegladevelopments.com/projects/ojo-2/,dom,Crawled https://wadidegladevelopments.com/projects/ojo-2/; card or page URL captured,,2026-02-22,,,
ojo,region,Ain Sokhna,https://wadidegladevelopments.com/projects/ojo-2/,dom,Location text extracted from page: Ain Sokhna | Ain Sokhna,,2026-02-22,,,
ojo,city_area,Ain Sokhna,https://wadidegladevelopments.com/projects/ojo-2/,dom,Location text: Ain Sokhna,,2026-02-22,,,
ojo,micro_location,Murano,https://wadidegladevelopments.com/projects/ojo-2/,dom,Micro-location from page: Murano,,2026-02-22,,,
ojo,project_type,resort,https://wadidegladevelopments.com/projects/ojo-2/,dom,Project type determined from page content: resort,,2026-02-22,,,
ojo,current_sales_status,selling,https://wadidegladevelopments.com/projects/ojo-2/,dom,Sales status: selling; index card checked,,2026-02-22,,,
ojo,unit_types_offered_json,"[""Standalone Villas"", ""Town Houses"", ""Chalets""]",https://wadidegladevelopments.com/projects/ojo-2/,dom,"Unit types from DOM: Standalone Villas, Town Houses, Chalets",,2026-02-22,,,
ojo,key_amenities_json,"[""Serene lagoons and edge pools"", ""Beach access"", ""Commercial promenade"", ""Casa Club""]",https://wadidegladevelopments.com/projects/ojo-2/,dom,"Amenities from DOM: Serene lagoons and edge pools, Beach access, Commercial promenade, Casa Club",,2026-02-22,,,
ojo,beach_access_flag,true,https://wadidegladevelopments.com/projects/ojo-2/,dom,beach_access_flag=true from amenities/DOM,,2026-02-22,,,
ojo,lagoons_flag,true,https://wadidegladevelopments.com/projects/ojo-2/,dom,lagoons_flag=true from amenities/DOM,,2026-02-22,,,
ojo,clubhouse_flag,true,https://wadidegladevelopments.com/projects/ojo-2/,dom,clubhouse_flag=true from amenities/DOM,,2026-02-22,,,
ojo,pools_flag,true,https://wadidegladevelopments.com/projects/ojo-2/,dom,pools_flag=true from amenities/DOM,,2026-02-22,,,
ojo,gym_flag,false,https://wadidegladevelopments.com/projects/ojo-2/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
ojo,golf_flag,false,https://wadidegladevelopments.com/projects/ojo-2/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
ojo,brochure_urls_json,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf""]",https://wadidegladevelopments.com/projects/ojo-2/,dom,PDF links found on page: https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf,,2026-02-22,,,
ojo,confidence_score,0.65,https://wadidegladevelopments.com/projects/ojo-2/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
ojo,price_status,on_request,https://wadidegladevelopments.com/projects/ojo-2/,dom,No numeric pricing found on page; on_request or null applied,,2026-02-22,,,
neo_lakes,official_project_url,https://wadidegladevelopments.com/projects/neo-lakes/,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Crawled https://wadidegladevelopments.com/projects/neo-lakes/; card or page URL captured,,2026-02-22,,,
neo_lakes,region,East Cairo,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Location text extracted from page: East Cairo | Mostakbal City,,2026-02-22,,,
neo_lakes,city_area,Mostakbal City,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Location text: Mostakbal City,,2026-02-22,,,
neo_lakes,micro_location,Heart of Mostakbal City,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Micro-location from page: Heart of Mostakbal City,,2026-02-22,,,
neo_lakes,project_type,residential,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Project type determined from page content: residential,,2026-02-22,,,
neo_lakes,current_sales_status,selling,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Sales status: selling; index card checked,,2026-02-22,,,
neo_lakes,unit_types_offered_json,"[""Apartments"", ""Duplexes""]",https://wadidegladevelopments.com/projects/neo-lakes/,dom,"Unit types from DOM: Apartments, Duplexes",,2026-02-22,,,
neo_lakes,key_amenities_json,"[""International School"", ""Parking"", ""Nursery"", ""Green Areas""]",https://wadidegladevelopments.com/projects/neo-lakes/,dom,"Amenities from DOM: International School, Parking, Nursery, Green Areas",,2026-02-22,,,
neo_lakes,beach_access_flag,false,https://wadidegladevelopments.com/projects/neo-lakes/,dom,beach_access_flag=false from amenities/DOM,,2026-02-22,,,
neo_lakes,lagoons_flag,true,https://wadidegladevelopments.com/projects/neo-lakes/,dom,lagoons_flag=true from amenities/DOM,,2026-02-22,,,
neo_lakes,clubhouse_flag,false,https://wadidegladevelopments.com/projects/neo-lakes/,dom,clubhouse_flag=false from amenities/DOM,,2026-02-22,,,
neo_lakes,pools_flag,false,https://wadidegladevelopments.com/projects/neo-lakes/,dom,pools_flag=false from amenities/DOM,,2026-02-22,,,
neo_lakes,gym_flag,false,https://wadidegladevelopments.com/projects/neo-lakes/,dom,gym_flag=false from amenities/DOM,,2026-02-22,,,
neo_lakes,golf_flag,false,https://wadidegladevelopments.com/projects/neo-lakes/,dom,golf_flag=false from amenities/DOM,,2026-02-22,,,
neo_lakes,brochure_urls_json,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf""]",https://wadidegladevelopments.com/projects/neo-lakes/,dom,PDF links found on page: https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf,,2026-02-22,,,
neo_lakes,confidence_score,0.65,https://wadidegladevelopments.com/projects/neo-lakes/,dom,Confidence scored per scoring rubric,,2026-02-22,,,
neo_lakes,price_status,on_request,https://wadidegladevelopments.com/projects/neo-lakes/,dom,No numeric pricing found on page; on_request or null applied,,2026-02-22,,,
neo_gardens,official_project_url,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Crawled https://wadidegladevelopments.com/projects/neo-gardens/; card or page URL captured,,2026-02-22,,,
neo_gardens,region,East Cairo,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Location text extracted from page: East Cairo | Mostakbal City,,2026-02-22,,,
neo_gardens,city_area,Mostakbal City,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Location text: Mostakbal City,,2026-02-22,,,
neo_gardens,micro_location,Heart of Mostakbal City,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Micro-location from page: Heart of Mostakbal City,,2026-02-22,,,
neo_gardens,project_type,residential,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Project type determined from page content: residential,,2026-02-22,,,
neo_gardens,current_sales_status,selling,https://wadidegladevelopments.com/projects/neo-gardens/,dom,Sales status: selling; index card checked,,2026-02-22,,,
